"Pihlajaniemi, H.; Luusua, A.; Juntunen, E.Drivers’ Experiences and Informed Opinions of Presence Sensitive Lighting Point towards the Feasibility of Introducing Adaptive Lighting in Roadway Contexts. Smart Cities 2023, 6, 1879-1900.https://doi.org/10.3390/smartcities6040087",3,Smart Cities

"Kubik, A.The Use of Artificial Intelligence in the Assessment of User Routes in Shared Mobility Systems in Smart Cities. Smart Cities 2023, 6, 1858-1878.https://doi.org/10.3390/smartcities6040086",3,Smart Cities

"Apanavičienė, R.; Shahrabani, M.M.N.Key Factors Affecting Smart Building Integration into Smart City: Technological Aspects. Smart Cities 2023, 6, 1832-1857.https://doi.org/10.3390/smartcities6040085",3,Smart Cities

"Gaitanis, A.; Lentzas, A.; Tsoumakas, G.; Vrakas, D.Route Planning for Emergency Evacuation Using Graph Traversal Algorithms. Smart Cities 2023, 6, 1814-1831.https://doi.org/10.3390/smartcities6040084",3,Smart Cities

"ElSahly, O.; Abdelfatah, A.An Incident Detection Model Using Random Forest Classifier. Smart Cities 2023, 6, 1786-1813.https://doi.org/10.3390/smartcities6040083",3,Smart Cities

"Shojaeiyan, S.; Dehghani, M.; Siano, P.Microgrids Resiliency Enhancement against Natural Catastrophes Based Multiple Cooperation of Water and Energy Hubs. Smart Cities 2023, 6, 1765-1785.https://doi.org/10.3390/smartcities6040082",3,Smart Cities

